WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP
240514-188,Did Contractors Clean Up All Work Areas?,Yes,Bank of America NCW-162,RALEIGH,NC,2024-05-30 16:22:25,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,PBNTE,0,-159.01,-159.01
240514-188,Did Contractors Employees Cooperate with You?,Yes,Bank of America NCW-162,RALEIGH,NC,2024-05-30 16:22:25,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,PBNTE,0,-159.01,-159.01
240514-188,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America NCW-162,RALEIGH,NC,2024-05-30 16:22:25,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,PBNTE,0,-159.01,-159.01
240514-188,Overall Performance Was:,Excellent,Bank of America NCW-162,RALEIGH,NC,2024-05-30 16:22:25,HXX1600,LRM,GMRLE,JLL / Bank of America,RBagley,District 3,PBNTE,0,-159.01,-159.01
240514-254,Did Contractors Employees Cooperate with You?,Yes,Bank of America CA7-132,MOORPARK,CA,2024-05-30 16:23:40,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,437.24,-142.97,294.27
240514-254,Did Contractors Clean Up All Work Areas?,Yes,Bank of America CA7-132,MOORPARK,CA,2024-05-30 16:23:40,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,437.24,-142.97,294.27
240514-254,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America CA7-132,MOORPARK,CA,2024-05-30 16:23:40,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,437.24,-142.97,294.27
240514-254,Overall Performance Was:,Excellent,Bank of America CA7-132,MOORPARK,CA,2024-05-30 16:23:40,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,437.24,-142.97,294.27
240509-292,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 577,FAIRLESS HLS,PA,2024-05-30 16:23:50,SXX0022,EBR,SERVIC,Best Buy,RLTorres,District 2,POSTED,2472.73,-1328.06,1144.67
240509-292,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 577,FAIRLESS HLS,PA,2024-05-30 16:23:50,SXX0022,EBR,SERVIC,Best Buy,RLTorres,District 2,POSTED,2472.73,-1328.06,1144.67
240509-292,Did Contractors Employees Cooperate with You?,Yes,Best Buy 577,FAIRLESS HLS,PA,2024-05-30 16:23:50,SXX0022,EBR,SERVIC,Best Buy,RLTorres,District 2,POSTED,2472.73,-1328.06,1144.67
240509-292,Overall Performance Was:,Good,Best Buy 577,FAIRLESS HLS,PA,2024-05-30 16:23:50,SXX0022,EBR,SERVIC,Best Buy,RLTorres,District 2,POSTED,2472.73,-1328.06,1144.67
240525-045,Overall Performance Was:,Excellent,Publix Super Markets 1540,MOULTRIE,GA,2024-05-30 16:25:11,SXX1023,LBR,CASE,Publix Super Markets,KGudith,District 4,POSTED,223.37,-229.69,-6.32
240525-045,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1540,MOULTRIE,GA,2024-05-30 16:25:11,SXX1023,LBR,CASE,Publix Super Markets,KGudith,District 4,POSTED,223.37,-229.69,-6.32
240525-045,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1540,MOULTRIE,GA,2024-05-30 16:25:11,SXX1023,LBR,CASE,Publix Super Markets,KGudith,District 4,POSTED,223.37,-229.69,-6.32
240525-045,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1540,MOULTRIE,GA,2024-05-30 16:25:11,SXX1023,LBR,CASE,Publix Super Markets,KGudith,District 4,POSTED,223.37,-229.69,-6.32
240418-076,Did Contractors Employees Cooperate with You?,Yes,Best Buy 1096,Grove City,OH,2024-05-30 16:30:58,B240031,ERO,BB137,Taylor Bros. Construction Co,JYarbrough,,RVWBLL,0,-1730.62,-1730.62
240418-076,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 1096,Grove City,OH,2024-05-30 16:30:58,B240031,ERO,BB137,Taylor Bros. Construction Co,JYarbrough,,RVWBLL,0,-1730.62,-1730.62
240418-076,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 1096,Grove City,OH,2024-05-30 16:30:58,B240031,ERO,BB137,Taylor Bros. Construction Co,JYarbrough,,RVWBLL,0,-1730.62,-1730.62
240418-076,Overall Performance Was:,Excellent,Best Buy 1096,Grove City,OH,2024-05-30 16:30:58,B240031,ERO,BB137,Taylor Bros. Construction Co,JYarbrough,,RVWBLL,0,-1730.62,-1730.62
240426-307,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2567,Hagerstown,MD,2024-05-30 16:37:52,B240023,ERO,HC03,HOME DEPOT USA,BYoung,District 2,RVWBLL,0,-199.26,-199.26
240426-307,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2567,Hagerstown,MD,2024-05-30 16:37:52,B240023,ERO,HC03,HOME DEPOT USA,BYoung,District 2,RVWBLL,0,-199.26,-199.26
240426-307,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2567,Hagerstown,MD,2024-05-30 16:37:52,B240023,ERO,HC03,HOME DEPOT USA,BYoung,District 2,RVWBLL,0,-199.26,-199.26
240426-307,Overall Performance Was:,Excellent,THE HOME DEPOT 2567,Hagerstown,MD,2024-05-30 16:37:52,B240023,ERO,HC03,HOME DEPOT USA,BYoung,District 2,RVWBLL,0,-199.26,-199.26
240528-114,Overall Performance Was:,Good,Family Dollar 32308,SNELLVILLE,GA,2024-05-30 16:43:59,SXX1023,LBR,LI,"DOLLAR TREE STORES, INC",TCone,,POSTED,243,-81.76,161.24
240528-114,Did Contractors Employees Cooperate with You?,Yes,Family Dollar 32308,SNELLVILLE,GA,2024-05-30 16:43:59,SXX1023,LBR,LI,"DOLLAR TREE STORES, INC",TCone,,POSTED,243,-81.76,161.24
240528-114,Was Contractors Quality of Work Satisfactory?,Yes,Family Dollar 32308,SNELLVILLE,GA,2024-05-30 16:43:59,SXX1023,LBR,LI,"DOLLAR TREE STORES, INC",TCone,,POSTED,243,-81.76,161.24
240528-114,Did Contractors Clean Up All Work Areas?,Yes,Family Dollar 32308,SNELLVILLE,GA,2024-05-30 16:43:59,SXX1023,LBR,LI,"DOLLAR TREE STORES, INC",TCone,,POSTED,243,-81.76,161.24
240331-137,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2679,DORCHESTER,MA,2024-05-30 16:48:03,B240023,ERO,HC03,HOME DEPOT USA,SDTilley,District 1,RVWBLL,0,-307.66,-307.66
240331-137,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2679,DORCHESTER,MA,2024-05-30 16:48:03,B240023,ERO,HC03,HOME DEPOT USA,SDTilley,District 1,RVWBLL,0,-307.66,-307.66
240331-137,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2679,DORCHESTER,MA,2024-05-30 16:48:03,B240023,ERO,HC03,HOME DEPOT USA,SDTilley,District 1,RVWBLL,0,-307.66,-307.66
240331-137,Overall Performance Was:,Excellent,THE HOME DEPOT 2679,DORCHESTER,MA,2024-05-30 16:48:03,B240023,ERO,HC03,HOME DEPOT USA,SDTilley,District 1,RVWBLL,0,-307.66,-307.66
240529-215,Was Contractors Quality of Work Satisfactory?,Yes,TJ MAXX 1080679,Athens,GA,2024-05-30 17:04:43,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",CCarroll,,POSTED,379,-216.6,162.4
240529-215,Did Contractors Employees Cooperate with You?,Yes,TJ MAXX 1080679,Athens,GA,2024-05-30 17:04:43,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",CCarroll,,POSTED,379,-216.6,162.4
240529-215,Did Contractors Clean Up All Work Areas?,Yes,TJ MAXX 1080679,Athens,GA,2024-05-30 17:04:43,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",CCarroll,,POSTED,379,-216.6,162.4
240529-215,Overall Performance Was:,Excellent,TJ MAXX 1080679,Athens,GA,2024-05-30 17:04:43,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",CCarroll,,POSTED,379,-216.6,162.4
240523-107,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America FL4-466,BRADENTON,FL,2024-05-30 17:14:55,SXX0020,EBR,SERVIC,JLL / Bank of America,RGrandinet,District 5,PCA,0,-205.35,-205.35
240523-107,Did Contractors Clean Up All Work Areas?,Yes,Bank of America FL4-466,BRADENTON,FL,2024-05-30 17:14:55,SXX0020,EBR,SERVIC,JLL / Bank of America,RGrandinet,District 5,PCA,0,-205.35,-205.35
240523-107,Overall Performance Was:,Excellent,Bank of America FL4-466,BRADENTON,FL,2024-05-30 17:14:55,SXX0020,EBR,SERVIC,JLL / Bank of America,RGrandinet,District 5,PCA,0,-205.35,-205.35
240523-107,Did Contractors Employees Cooperate with You?,Yes,Bank of America FL4-466,BRADENTON,FL,2024-05-30 17:14:55,SXX0020,EBR,SERVIC,JLL / Bank of America,RGrandinet,District 5,PCA,0,-205.35,-205.35
240331-133,Overall Performance Was:,Excellent,THE HOME DEPOT 2653,Saugus,MA,2024-05-30 17:17:45,B240023,ERO,HC03,HOME DEPOT USA,NJewell,District 1,RVWBLL,0,-159.16,-159.16
240331-133,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2653,Saugus,MA,2024-05-30 17:17:45,B240023,ERO,HC03,HOME DEPOT USA,NJewell,District 1,RVWBLL,0,-159.16,-159.16
240331-133,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2653,Saugus,MA,2024-05-30 17:17:45,B240023,ERO,HC03,HOME DEPOT USA,NJewell,District 1,RVWBLL,0,-159.16,-159.16
240331-133,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2653,Saugus,MA,2024-05-30 17:17:45,B240023,ERO,HC03,HOME DEPOT USA,NJewell,District 1,RVWBLL,0,-159.16,-159.16
240528-101,Overall Performance Was:,Excellent,LOWES 1750,ANN ARBOR,MI,2024-05-30 17:18:10,SXX0021,EBR,SERVIC,LOWES COMPANIES,MTaylor,District 7,POSTED,723.08,-619.3,103.78
240425-161,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 481,MATTOON,IL,2024-05-30 17:18:51,SXX1021,LBR,L-POLE,WAL-MART STORES,MConnolly,District 8,HPAPER,0,-1316.65,-1316.65
240425-161,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 481,MATTOON,IL,2024-05-30 17:18:51,SXX1021,LBR,L-POLE,WAL-MART STORES,MConnolly,District 8,HPAPER,0,-1316.65,-1316.65
240425-161,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 481,MATTOON,IL,2024-05-30 17:18:51,SXX1021,LBR,L-POLE,WAL-MART STORES,MConnolly,District 8,HPAPER,0,-1316.65,-1316.65
240425-161,Overall Performance Was:,Excellent,Walmart Supercenter 481,MATTOON,IL,2024-05-30 17:18:51,SXX1021,LBR,L-POLE,WAL-MART STORES,MConnolly,District 8,HPAPER,0,-1316.65,-1316.65
240514-155,Did Contractors Employees Cooperate with You?,Yes,Bank of America FL2-780,ST PETERSBURG,FL,2024-05-30 17:19:29,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,309.72,-59.05,250.67
240514-155,Did Contractors Clean Up All Work Areas?,Yes,Bank of America FL2-780,ST PETERSBURG,FL,2024-05-30 17:19:29,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,309.72,-59.05,250.67
240514-155,Overall Performance Was:,Excellent,Bank of America FL2-780,ST PETERSBURG,FL,2024-05-30 17:19:29,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,309.72,-59.05,250.67
240514-155,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America FL2-780,ST PETERSBURG,FL,2024-05-30 17:19:29,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,309.72,-59.05,250.67
240524-070,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1127,GREENVILLE,SC,2024-05-30 17:20:03,SXX0023,EBR,SERVIC,HOME DEPOT USA,JFrancis,District 3,POSTED,218.7,-232.15,-13.45
240524-070,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1127,GREENVILLE,SC,2024-05-30 17:20:03,SXX0023,EBR,SERVIC,HOME DEPOT USA,JFrancis,District 3,POSTED,218.7,-232.15,-13.45
240524-070,Overall Performance Was:,Excellent,THE HOME DEPOT 1127,GREENVILLE,SC,2024-05-30 17:20:03,SXX0023,EBR,SERVIC,HOME DEPOT USA,JFrancis,District 3,POSTED,218.7,-232.15,-13.45
240524-070,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1127,GREENVILLE,SC,2024-05-30 17:20:03,SXX0023,EBR,SERVIC,HOME DEPOT USA,JFrancis,District 3,POSTED,218.7,-232.15,-13.45
240425-371,Did Contractors Clean Up All Work Areas?,Yes,Skechers 712,CLARKSBURG,MD,2024-05-30 17:26:06,B240064,ERO,SK002,Automated Logic Corporation,TMWhite,,TOBILL,0,-413.61,-413.61
240425-371,Was Contractors Quality of Work Satisfactory?,Yes,Skechers 712,CLARKSBURG,MD,2024-05-30 17:26:06,B240064,ERO,SK002,Automated Logic Corporation,TMWhite,,TOBILL,0,-413.61,-413.61
240425-371,Did Contractors Employees Cooperate with You?,Yes,Skechers 712,CLARKSBURG,MD,2024-05-30 17:26:06,B240064,ERO,SK002,Automated Logic Corporation,TMWhite,,TOBILL,0,-413.61,-413.61
240425-371,Overall Performance Was:,Excellent,Skechers 712,CLARKSBURG,MD,2024-05-30 17:26:06,B240064,ERO,SK002,Automated Logic Corporation,TMWhite,,TOBILL,0,-413.61,-413.61
240424-210,Was Contractors Quality of Work Satisfactory?,Yes,Jewel Osco UMP04047,DOWNERS GROVE,IL,2024-05-30 17:26:46,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-286.59,-286.59
240424-210,Did Contractors Employees Cooperate with You?,Yes,Jewel Osco UMP04047,DOWNERS GROVE,IL,2024-05-30 17:26:46,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-286.59,-286.59
240424-210,Did Contractors Clean Up All Work Areas?,Yes,Jewel Osco UMP04047,DOWNERS GROVE,IL,2024-05-30 17:26:46,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-286.59,-286.59
240424-210,Overall Performance Was:,Excellent,Jewel Osco UMP04047,DOWNERS GROVE,IL,2024-05-30 17:26:46,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-286.59,-286.59
240525-023,Overall Performance Was:,Excellent,Publix Super Markets 1604,MOBILE,AL,2024-05-30 17:26:51,SXX1023,LBR,LI,Publix Super Markets,KFarrior,District 3,POSTED,313.94,-83.63,230.31
240525-023,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1604,MOBILE,AL,2024-05-30 17:26:51,SXX1023,LBR,LI,Publix Super Markets,KFarrior,District 3,POSTED,313.94,-83.63,230.31
240525-023,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1604,MOBILE,AL,2024-05-30 17:26:51,SXX1023,LBR,LI,Publix Super Markets,KFarrior,District 3,POSTED,313.94,-83.63,230.31
240525-023,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1604,MOBILE,AL,2024-05-30 17:26:51,SXX1023,LBR,LI,Publix Super Markets,KFarrior,District 3,POSTED,313.94,-83.63,230.31
240522-094,Overall Performance Was:,Excellent,Staples 1699,GRAND BLANC,MI,2024-05-30 17:27:24,B240067,ERO,ST011,Staples Facilities Dept,SPolcik,,POSTED,655,-116.28,538.72
240522-094,Was Contractors Quality of Work Satisfactory?,Yes,Staples 1699,GRAND BLANC,MI,2024-05-30 17:27:24,B240067,ERO,ST011,Staples Facilities Dept,SPolcik,,POSTED,655,-116.28,538.72
240522-094,Did Contractors Clean Up All Work Areas?,Yes,Staples 1699,GRAND BLANC,MI,2024-05-30 17:27:24,B240067,ERO,ST011,Staples Facilities Dept,SPolcik,,POSTED,655,-116.28,538.72
240522-094,Did Contractors Employees Cooperate with You?,Yes,Staples 1699,GRAND BLANC,MI,2024-05-30 17:27:24,B240067,ERO,ST011,Staples Facilities Dept,SPolcik,,POSTED,655,-116.28,538.72
240528-127,Was Contractors Quality of Work Satisfactory?,Yes,Homegoods 1280740,Snellville,GA,2024-05-30 17:30:13,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",DVann,,POSTED,299,-154.24,144.76
240528-127,Overall Performance Was:,Excellent,Homegoods 1280740,Snellville,GA,2024-05-30 17:30:13,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",DVann,,POSTED,299,-154.24,144.76
240528-127,Did Contractors Employees Cooperate with You?,Yes,Homegoods 1280740,Snellville,GA,2024-05-30 17:30:13,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",DVann,,POSTED,299,-154.24,144.76
240528-127,Did Contractors Clean Up All Work Areas?,Yes,Homegoods 1280740,Snellville,GA,2024-05-30 17:30:13,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",DVann,,POSTED,299,-154.24,144.76
240522-108,Was Contractors Quality of Work Satisfactory?,Yes,Staples 1683,WEST PALM BCH,FL,2024-05-30 17:34:32,B240067,ERO,ST011,Staples Facilities Dept,ESanchez,,POSTED,655,-172.37,482.63
240522-108,Did Contractors Clean Up All Work Areas?,Yes,Staples 1683,WEST PALM BCH,FL,2024-05-30 17:34:32,B240067,ERO,ST011,Staples Facilities Dept,ESanchez,,POSTED,655,-172.37,482.63
240522-108,Did Contractors Employees Cooperate with You?,Yes,Staples 1683,WEST PALM BCH,FL,2024-05-30 17:34:32,B240067,ERO,ST011,Staples Facilities Dept,ESanchez,,POSTED,655,-172.37,482.63
240522-108,Overall Performance Was:,Excellent,Staples 1683,WEST PALM BCH,FL,2024-05-30 17:34:32,B240067,ERO,ST011,Staples Facilities Dept,ESanchez,,POSTED,655,-172.37,482.63
240528-032,Did Contractors Employees Cooperate with You?,Yes,Ryder 442,ORLANDO,FL,2024-05-30 17:35:36,SXX0020,EBR,SERVIC,JLL / Ryder,MEnz,,POSTED,255.17,-51.86,203.31
240528-032,Was Contractors Quality of Work Satisfactory?,Yes,Ryder 442,ORLANDO,FL,2024-05-30 17:35:36,SXX0020,EBR,SERVIC,JLL / Ryder,MEnz,,POSTED,255.17,-51.86,203.31
240528-032,Overall Performance Was:,Excellent,Ryder 442,ORLANDO,FL,2024-05-30 17:35:36,SXX0020,EBR,SERVIC,JLL / Ryder,MEnz,,POSTED,255.17,-51.86,203.31
240528-032,Did Contractors Clean Up All Work Areas?,Yes,Ryder 442,ORLANDO,FL,2024-05-30 17:35:36,SXX0020,EBR,SERVIC,JLL / Ryder,MEnz,,POSTED,255.17,-51.86,203.31
240419-266,Overall Performance Was:,Excellent,Bank of America FL7-939,HIALEAH,FL,2024-05-30 17:36:16,HXX1600,LRM,GMREOS,JLL / Bank of America,DMansel,District 6,POSTED,693,-368.81,324.19
240419-266,Did Contractors Clean Up All Work Areas?,Yes,Bank of America FL7-939,HIALEAH,FL,2024-05-30 17:36:16,HXX1600,LRM,GMREOS,JLL / Bank of America,DMansel,District 6,POSTED,693,-368.81,324.19
240419-266,Did Contractors Employees Cooperate with You?,Yes,Bank of America FL7-939,HIALEAH,FL,2024-05-30 17:36:16,HXX1600,LRM,GMREOS,JLL / Bank of America,DMansel,District 6,POSTED,693,-368.81,324.19
240419-266,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America FL7-939,HIALEAH,FL,2024-05-30 17:36:16,HXX1600,LRM,GMREOS,JLL / Bank of America,DMansel,District 6,POSTED,693,-368.81,324.19
240227-087,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 17:40:28,SXX1025,LBR,LE,WAL-MART STORES,JPerkins,District 12,POSTED,9558.28,-5041.44,4516.84
240227-087,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 17:40:28,SXX1025,LBR,LE,WAL-MART STORES,JPerkins,District 12,POSTED,9558.28,-5041.44,4516.84
240227-087,Overall Performance Was:,Excellent,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 17:40:28,SXX1025,LBR,LE,WAL-MART STORES,JPerkins,District 12,POSTED,9558.28,-5041.44,4516.84
240227-087,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 17:40:28,SXX1025,LBR,LE,WAL-MART STORES,JPerkins,District 12,POSTED,9558.28,-5041.44,4516.84
240331-128,Overall Performance Was:,Excellent,THE HOME DEPOT 0909,SUCCASUNNA,NJ,2024-05-30 17:44:58,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,APPROV,0,-224.62,-224.62
240331-128,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0909,SUCCASUNNA,NJ,2024-05-30 17:44:58,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,APPROV,0,-224.62,-224.62
240331-128,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0909,SUCCASUNNA,NJ,2024-05-30 17:44:58,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,APPROV,0,-224.62,-224.62
240331-128,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0909,SUCCASUNNA,NJ,2024-05-30 17:44:58,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,APPROV,0,-224.62,-224.62
240527-042,Did Contractors Employees Cooperate with You?,Yes,Sams Club 4930,Cookeville,TN,2024-05-30 17:46:13,SXX0023,EBR,SERVIC,Sams Club,AUrbina,,POSTED,319.5,-110.56,208.94
240527-042,Was Contractors Quality of Work Satisfactory?,Yes,Sams Club 4930,Cookeville,TN,2024-05-30 17:46:13,SXX0023,EBR,SERVIC,Sams Club,AUrbina,,POSTED,319.5,-110.56,208.94
240527-042,Did Contractors Clean Up All Work Areas?,Yes,Sams Club 4930,Cookeville,TN,2024-05-30 17:46:13,SXX0023,EBR,SERVIC,Sams Club,AUrbina,,POSTED,319.5,-110.56,208.94
240527-042,Overall Performance Was:,Excellent,Sams Club 4930,Cookeville,TN,2024-05-30 17:46:13,SXX0023,EBR,SERVIC,Sams Club,AUrbina,,POSTED,319.5,-110.56,208.94
240418-079,Did Contractors Employees Cooperate with You?,Yes,Best Buy 1474,CINCINNATI,OH,2024-05-30 17:53:13,B240031,ERO,BB137,Taylor Bros. Construction Co,PHPalmer,,RVWBLL,0,-1330.2,-1330.2
240418-079,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 1474,CINCINNATI,OH,2024-05-30 17:53:13,B240031,ERO,BB137,Taylor Bros. Construction Co,PHPalmer,,RVWBLL,0,-1330.2,-1330.2
240418-079,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 1474,CINCINNATI,OH,2024-05-30 17:53:13,B240031,ERO,BB137,Taylor Bros. Construction Co,PHPalmer,,RVWBLL,0,-1330.2,-1330.2
240418-079,Overall Performance Was:,Excellent,Best Buy 1474,CINCINNATI,OH,2024-05-30 17:53:13,B240031,ERO,BB137,Taylor Bros. Construction Co,PHPalmer,,RVWBLL,0,-1330.2,-1330.2
240529-108,Overall Performance Was:,Good,Ferguson 3381,ROGERS,AR,2024-05-30 17:56:02,SXX0024,EBR,SERVIC,FERGUSON ENTERPRISES,SNelson,District 9,HDPRTR,0,-228.36,-228.36
240516-122,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America CA8-194,WOODLAND HLS,CA,2024-05-30 17:58:32,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,300,-109.41,190.59
240516-122,Overall Performance Was:,Excellent,Bank of America CA8-194,WOODLAND HLS,CA,2024-05-30 17:58:32,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,300,-109.41,190.59
240516-122,Did Contractors Clean Up All Work Areas?,Yes,Bank of America CA8-194,WOODLAND HLS,CA,2024-05-30 17:58:32,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,300,-109.41,190.59
240516-122,Did Contractors Employees Cooperate with You?,Yes,Bank of America CA8-194,WOODLAND HLS,CA,2024-05-30 17:58:32,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,300,-109.41,190.59
240514-153,Overall Performance Was:,Excellent,Bank of America FL2-750,ST PETERSBURG,FL,2024-05-30 18:05:44,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,257,-41.19,215.81
240514-153,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America FL2-750,ST PETERSBURG,FL,2024-05-30 18:05:44,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,257,-41.19,215.81
240514-153,Did Contractors Employees Cooperate with You?,Yes,Bank of America FL2-750,ST PETERSBURG,FL,2024-05-30 18:05:44,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,257,-41.19,215.81
240514-153,Did Contractors Clean Up All Work Areas?,Yes,Bank of America FL2-750,ST PETERSBURG,FL,2024-05-30 18:05:44,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,257,-41.19,215.81
240529-071,Was Contractors Quality of Work Satisfactory?,Yes,XPO Logistics UPS,PHOENIX,AZ,2024-05-30 18:09:09,SXX0025,EBR,SERVIC,XPO LOGISTICS FREIGHT,DReadyhoug,District 13,POSTED,321.93,-84.65,237.28
240529-071,Did Contractors Clean Up All Work Areas?,Yes,XPO Logistics UPS,PHOENIX,AZ,2024-05-30 18:09:09,SXX0025,EBR,SERVIC,XPO LOGISTICS FREIGHT,DReadyhoug,District 13,POSTED,321.93,-84.65,237.28
240529-071,Overall Performance Was:,Excellent,XPO Logistics UPS,PHOENIX,AZ,2024-05-30 18:09:09,SXX0025,EBR,SERVIC,XPO LOGISTICS FREIGHT,DReadyhoug,District 13,POSTED,321.93,-84.65,237.28
240212-093,If NO - Please Specify,Quote for lift to repair pipe.,Ferguson 2025,CHATTANOOGA,TN,2024-02-13 13:33:49,SXX0023,EBR,SERVIC,FERGUSON ENTERPRISES,JHarteau,,POSTED,902.56,-697.96,204.6
240529-071,Did Contractors Employees Cooperate with You?,Yes,XPO Logistics UPS,PHOENIX,AZ,2024-05-30 18:09:09,SXX0025,EBR,SERVIC,XPO LOGISTICS FREIGHT,DReadyhoug,District 13,POSTED,321.93,-84.65,237.28
240525-022,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 18:13:12,SXX1025,LBR,LI,WAL-MART STORES,JPerkins,District 12,POSTED,210,-19.04,190.96
240525-022,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 18:13:12,SXX1025,LBR,LI,WAL-MART STORES,JPerkins,District 12,POSTED,210,-19.04,190.96
240525-022,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 1910,CRESCENT CITY,CA,2024-05-30 18:13:12,SXX1025,LBR,LI,WAL-MART STORES,JPerkins,District 12,POSTED,210,-19.04,190.96
